"status_id","created_at","user_id","text","source","reply_to_status_id","reply_to_user_id","is_quote","is_retweet","favorite_count","retweet_count","hashtags","symbols","urls_url","urls_t.co","urls_expanded_url","media_url","media_t.co","media_expanded_url","media_type","ext_media_url","ext_media_t.co","ext_media_expanded_url","ext_media_type","mentions_user_id","mentions_screen_name","lang","quoted_status_id","quoted_text","retweet_status_id","retweet_text","place_url","place_name","place_full_name","place_type","country","country_code","geo_coords","coords_coords","bbox_coords"
"x734863147266248704",2016-05-23 21:46:42,"x730397976149925888","By comparing VA wait times to Disneyland wait times, Secretary McDonald shows that he doesn’t understand veterans’ issues.","Twitter Web Client",,,FALSE,FALSE,2,0,,,,,,,,,,,,,,,,"en",,,,,,,,,,,,,
"x734131662909378560",2016-05-21 21:20:02,"x730397976149925888","#ArmedForcesDay gives us an opportunity to reflect on the sacrifices made by those currently serving our nation. https://t.co/NOkSspCIgQ","Twitter Web Client",,,FALSE,FALSE,2,0,"ArmedForcesDay",,,,,"http://pbs.twimg.com/media/CjAo22lUgAAQy5N.jpg","https://t.co/NOkSspCIgQ","https://twitter.com/DavidYoungIA/status/734131662909378560/photo/1","photo","http://pbs.twimg.com/media/CjAo22lUgAAQy5N.jpg","https://t.co/NOkSspCIgQ","https://twitter.com/DavidYoungIA/status/734131662909378560/photo/1",,,,"en",,,,,,,,,,,,,
"x731529601998983173",2016-05-14 17:00:22,"x730397976149925888","No budget, no pay. It's that simple. Stand with me in support: https://t.co/ia8jK2iUAH","Twitter Ads",,,FALSE,FALSE,2,0,,,"cards.twitter.com/cards/18ce54bi…","https://t.co/ia8jK2iUAH","https://cards.twitter.com/cards/18ce54biifo/1r4n5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x731514487879000064",2016-05-14 16:00:19,"x730397976149925888","I am the only member of Congress who asked for my paycheck to be withheld. Stand with me: https://t.co/ia8jK2iUAH","Twitter Ads",,,FALSE,FALSE,2,0,,,"cards.twitter.com/cards/18ce54bi…","https://t.co/ia8jK2iUAH","https://cards.twitter.com/cards/18ce54biifo/1r4n5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x731499397997953024",2016-05-14 15:00:21,"x730397976149925888","In Iowa, we understand that you don’t get paid until the job’s done.​ Sign if you agree:
https://t.co/ia8jK2iUAH","Twitter Ads",,,FALSE,FALSE,0,0,,,"cards.twitter.com/cards/18ce54bi…","https://t.co/ia8jK2iUAH","https://cards.twitter.com/cards/18ce54biifo/1r4n5",,,,,,,,,,,"en",,,,,,,,,,,,,
"x731288002580766720",2016-05-14 01:00:21,"x730397976149925888","An American dies of a drug overdose nearly every 12 minutes. Read more about this epidemic: https://t.co/d5gt6ZxVOE","Twitter Ads",,,FALSE,FALSE,0,1,,,"cards.twitter.com/cards/18ce54bi…","https://t.co/d5gt6ZxVOE","https://cards.twitter.com/cards/18ce54biifo/1r4n3",,,,,,,,,,,"en",,,,,,,,,,,,,
"x731272898481029122",2016-05-14 00:00:20,"x730397976149925888","Read my op-ed in the @DMRegister about Iowa's opioid epidemic: 
https://t.co/d5gt6ZxVOE","Twitter Ads",,,FALSE,FALSE,1,1,,,"cards.twitter.com/cards/18ce54bi…","https://t.co/d5gt6ZxVOE","https://cards.twitter.com/cards/18ce54biifo/1r4n3",,,,,,,,,"x13657922","DMRegister","en",,,,,,,,,,,,,
"x730530946739408896",2016-05-11 22:52:04,"x730397976149925888","Help us celebrate today, and wish David a Happy Birthday! https://t.co/cpH1oW8Fqk","Twitter Web Client",,,FALSE,FALSE,2,0,,,,,,"http://pbs.twimg.com/media/CiNeBkeUUAEPi-2.png","https://t.co/cpH1oW8Fqk","https://twitter.com/DavidYoungIA/status/730530946739408896/photo/1","photo","http://pbs.twimg.com/media/CiNeBkeUUAEPi-2.png","https://t.co/cpH1oW8Fqk","https://twitter.com/DavidYoungIA/status/730530946739408896/photo/1",,,,"en",,,,,,,,,,,,,
